Segmento,Record Name,matches,Relation id
4,caua sobieray,4,4
4,correcion,4,14
4,cachiporra,4,35
4,cuervos,4,40
4,felipe hernandez,4,45
4,gonzalo,4,54
4,hacer,4,55
4,lou lou como estas,4,80
4,paloma,4,92
4,ricard,4,100
4,1234,4,126
4,2 2,4,131
4,2013,4,134
4,21 2,4,135
4,233,4,138
4,77,4,150
4,aalgoritmo,4,159
4,Adrien,4,187
4,ALBERT ISSAC LERMA ESCALERA,4,223
4,andres riderelli,4,410
4,arrollado de vena,4,476
4,audiopsicotica,4,695
4,axila,4,714
4,body es el rey,4,847
4,bonjour,4,855
4,cada dia te quiero más,4,984
4,CAROLINA FAUNDEZ,4,1071
4,caua sobieray,4,1152
4,chino tuerto,4,1234
4,cm  nnnn,4,1298
4,constanza contreras,4,1391
4,craneofaringioma,4,1425
4,del   mito  al logo,4,1546
4,divertido,4,1618
4,dsua ve,4,1648
4,ENIGMATICO,4,1732
4,enough,4,1733
4,escribe,4,1762
4,estas muerto,4,1780
4,estas uerto,4,1781
4,esto,4,1796
4,favor,4,1864
4,fealdad,4,1869
4,fernanda     ortiz,4,1900
4,gabriela lezana,4,2023
4,guevonn,4,2217
4,gyu,4,2231
4,g,4,2233
4,halt mich,4,2248
4,hematocritos,4,2279
4,holaaaaaaaa,4,2365
4,hola,4,2433
4,hola,4,2449
4,holi,4,2665
4,holi,4,2666
4,holi,4,2671
4,hueso records,4,2708
4,huevón,4,2711
4,israel ignácio,4,2801
4,jaime santibannez,4,2827
4,javiera,4,2865
4,jhkhkjhk,4,2907
4,jjjjjj,4,2920
4,jjj,4,2922
4,karla espinoza,4,3067
4,kenski,4,3096
4,kenski,4,3097
4,kjkf,4,3108
4,kjk,4,3110
4,laprimer,4,3163
4,leca novo,4,3181
4,LEONEL SILVA CASTILLO,4,3195
4,loisa,4,3252
4,lomography,4,3266
4,lool,4,3270
4,los tontos como son,4,3285
4,mamada,4,3369
4,Mappy,4,3397
4,marcela arce,4,3407
4,maria fernanda cabrera,4,3421
4,mesias,4,3554
4,mi mama es linda,4,3570
4,michelle bachelet,4,3580
4,mklñ,4,3638
4,muerte y destrucción,4,3671
4,mundo gaturro,4,3684
4,niqi y pabli,4,3814
4,no hablen,4,3821
4,no me  importa,4,3823
4,oigan,4,3906
4,ojo,4,3916
4,p   nooooo,4,3980
4,pablo barraza gomez basquetball,4,3981
4,Patiwi,4,4050
4,pedro de valdivia,4,4097
4,pero,4,4144
4,pillo,4,4217
4,Prueba diferentes palabras clave,4,4451
4,querer,4,4650
4,quiero encontrar,4,4670
4,raquel valdivia olivares,4,4682
4,rick aalbers,4,4734
4,roberto garduño,4,4754
4,salomon,4,4810
4,search,4,4852
4,sebastian galvez,4,4855
4,sleipnier,4,4948
4,soi teodoro,4,4962
4,stephanie blanc,4,5002
4,taller dinamo,4,5195
4,tuT,4,5311
4,VALENTINA NARANJO,4,5363
4,victor cruz purranque,4,5419
4,vistelacalle,4,5463
4,viviane busatto,4,5466
4,yo amo chile,4,5540
4,zalgo,4,5574
4,hola,4,5620
4,holi,4,5626
