Segmento,Record Name,matches,Relation id
3,arte contenporaneo,3,31
3,carolina peace,3,36
3,HOLA,3,58
3,hola,3,62
3,loros,3,79
3,mny,3,88
3,paloma,3,92
3,vinchuca,3,110
3,23,3,139
3,77,3,150
3,aaaaaaaaaaaaaaaaa,3,157
3,adhd,3,173
3,aerofotografia,3,192
3,agua,3,195
3,agua,3,198
3,agua,3,199
3,agua,3,200
3,alambique veloz,3,215
3,alegría,3,228
3,alejandra,3,237
3,alen,3,244
3,alexis,3,252
3,ale,3,255
3,ale,3,257
3,allende salvador,3,278
3,almudena,3,288
3,alonso,3,290
3,alonso,3,291
3,ambrosia,3,303
3,amistad,3,310
3,amor de verdad,3,313
3,amor,3,342
3,amor,3,366
3,amor,3,367
3,amour,3,388
3,andre,3,413
3,antonio,3,441
3,Arica,3,470
3,arte    contemporaneo,3,478
3,arte contemporaneo,3,480
3,arte moderno,3,482
3,arte,3,494
3,arte,3,499
3,atomo,3,693
3,auto,3,705
3,avatar,3,709
3,azucar,3,718
3,a,3,721
3,a,3,723
3,a,3,727
3,baltazar,3,745
3,barroco,3,753
3,bart baker,3,755
3,BASTA,3,757
3,bastian,3,760
3,beatmania,3,778
3,Beatriz,3,780
3,belen,3,786
3,benjamin,3,800
3,bola,3,848
3,bomberos,3,851
3,brasil,3,871
3,brasil,3,872
3,brasil,3,874
3,Brasil,3,875
3,buscar,3,908
3,buscar,3,920
3,caca,3,954
3,caca,3,956
3,caca,3,959
3,caca,3,960
3,caca,3,962
3,caca,3,964
3,caca,3,969
3,caca,3,973
3,caca,3,978
3,cachorro,3,983
3,callar,3,992
3,calle,3,1005
3,camila bruna,3,1009
3,camila,3,1017
3,camila,3,1020
3,camila,3,1021
3,camila,3,1022
3,camila,3,1023
3,camila,3,1024
3,camil,3,1031
3,carmen riquelme,3,1065
3,carolina,3,1081
3,carolina,3,1083
3,carolina,3,1084
3,catastrofe,3,1145
3,cat,3,1150
3,chaooooo,3,1182
3,chica,3,1198
3,China,3,1233
3,chupalo,3,1260
3,chupe,3,1263
3,cintya,3,1269
3,cintya,3,1270
3,cintya,3,1271
3,cleverbot,3,1291
3,colomba,3,1328
3,come guaguas,3,1336
3,comida,3,1339
3,comida,3,1341
3,comida,3,1342
3,comida,3,1343
3,como agrandar el pene,3,1345
3,comunistas,3,1367
3,CONECTIVIDAD,3,1380
3,CONECTIVIDAD,3,1381
3,coni,3,1382
3,cookie monster,3,1403
3,corazon,3,1409
3,daniela,3,1506
3,daniela,3,1509
3,daniela,3,1510
3,daniela,3,1511
3,daniela,3,1512
