Segmento,Record Name,matches,Relation id
0,cabelio,0,11
0,conna,0,13
0,2 24,0,23
0,ahoj  jsem z ceske republiky,0,24
0,arte,0,32
0,esamble,0,43
0,lou lou como estas,0,80
0,n n,0,89
0,znzzm,0,113
0,000000000000000000000001,0,114
0,11 bienal,0,122
0,11 de septiembre,0,123
0,2 2,0,132
0,2013,0,134
0,3,0,146
0,6ninguno,0,149
0,9,0,156
0,abigail salazar,0,163
0,agua,0,196
0,al otro lado,0,213
0,alcool,0,224
0,alex arriagada,0,245
0,alexandra mabes,0,249
0,alvaro gonzalez riquelme,0,294
0,amor,0,331
0,amor,0,333
0,amor,0,335
0,amor,0,336
0,amor,0,338
0,amor,0,339
0,amor,0,340
0,amor,0,341
0,amor,0,347
0,amor,0,361
0,amor,0,362
0,amor,0,365
0,amor,0,369
0,amor,0,370
0,amor,0,372
0,amor,0,373
0,amor,0,375
0,amor,0,377
0,ana paula araya,0,391
0,anais  fuenzalida,0,392
0,andrea rojas olivo,0,406
0,andrea ubal,0,407
0,andy schuster,0,414
0,angelica riadi,0,416
0,angelini,0,418
0,angelith,0,420
0,angelo ignacio pincheira contreras,0,421
0,animales,0,426
0,ANTONIA SOLANGE ARAYA DIEZ,0,436
0,antonia tellez,0,437
0,antonia,0,438
0,antonia,0,440
0,antooooo,0,442
0,aojado,0,446
0,arbol,0,454
0,ari,0,472
0,arte,0,493
0,arte,0,495
0,arte,0,498
0,Asegúrate de que todas las palabras estén escritas correctamente,0,521
0,Asegúrate de que todas las palabras estén escritas correctamente,0,522
0,Asegúrate de que todas las palabras estén escritas correctamente,0,524
0,Asegúrate de que todas las palabras estén escritas correctamente,0,525
0,Asegúrate de que todas las palabras estén escritas correctamente,0,528
0,Asegúrate de que todas las palabras estén escritas correctamente,0,529
0,Asegúrate de que todas las palabras estén escritas correctamente,0,530
0,Asegúrate de que todas las palabras estén escritas correctamente,0,531
0,Asegúrate de que todas las palabras estén escritas correctamente,0,533
0,Asegúrate de que todas las palabras estén escritas correctamente,0,534
0,Asegúrate de que todas las palabras estén escritas correctamente,0,536
0,Asegúrate de que todas las palabras estén escritas correctamente,0,537
0,Asegúrate de que todas las palabras estén escritas correctamente,0,538
0,Asegúrate de que todas las palabras estén escritas correctamente,0,539
0,Asegúrate de que todas las palabras estén escritas correctamente,0,540
0,Asegúrate de que todas las palabras estén escritas correctamente,0,541
0,Asegúrate de que todas las palabras estén escritas correctamente,0,542
0,Asegúrate de que todas las palabras estén escritas correctamente,0,543
0,Asegúrate de que todas las palabras estén escritas correctamente,0,545
0,Asegúrate de que todas las palabras estén escritas correctamente,0,546
0,Asegúrate de que todas las palabras estén escritas correctamente,0,547
0,Asegúrate de que todas las palabras estén escritas correctamente,0,548
0,Asegúrate de que todas las palabras estén escritas correctamente,0,549
0,Asegúrate de que todas las palabras estén escritas correctamente,0,551
0,Asegúrate de que todas las palabras estén escritas correctamente,0,552
0,Asegúrate de que todas las palabras estén escritas correctamente,0,554
0,Asegúrate de que todas las palabras estén escritas correctamente,0,556
0,Asegúrate de que todas las palabras estén escritas correctamente,0,560
0,Asegúrate de que todas las palabras estén escritas correctamente,0,562
0,Asegúrate de que todas las palabras estén escritas correctamente,0,564
0,Asegúrate de que todas las palabras estén escritas correctamente,0,565
0,Asegúrate de que todas las palabras estén escritas correctamente,0,567
0,Asegúrate de que todas las palabras estén escritas correctamente,0,568
0,Asegúrate de que todas las palabras estén escritas correctamente,0,569
0,Asegúrate de que todas las palabras estén escritas correctamente,0,570
0,Asegúrate de que todas las palabras estén escritas correctamente,0,574
0,Asegúrate de que todas las palabras estén escritas correctamente,0,576
0,Asegúrate de que todas las palabras estén escritas correctamente,0,577
0,Asegúrate de que todas las palabras estén escritas correctamente,0,578
0,Asegúrate de que todas las palabras estén escritas correctamente,0,579
0,Asegúrate de que todas las palabras estén escritas correctamente,0,580
0,Asegúrate de que todas las palabras estén escritas correctamente,0,581
0,Asegúrate de que todas las palabras estén escritas correctamente,0,583
0,Asegúrate de que todas las palabras estén escritas correctamente,0,584
0,Asegúrate de que todas las palabras estén escritas correctamente,0,585
0,Asegúrate de que todas las palabras estén escritas correctamente,0,586
0,Asegúrate de que todas las palabras estén escritas correctamente,0,587
0,Asegúrate de que todas las palabras estén escritas correctamente,0,588
